country,Country id,Date,CRISIS,CAB_Y,EXP_G,STED_R,FXR_G,REER,CRISIS_1
Thailand,2,1999Q2 [YR1999Q2],0,11.17017147,0.204165362,64.45382415,0.191504945,4.54684456,0
Thailand,2,1999Q3 [YR1999Q3],0,10.49073175,0.23909665,2.00006002,0.190798803,-4.461026664,0
Thailand,2,1999Q4 [YR1999Q4],0,9.811292029,0.325036079,43.81313054,0.181709356,0.004365506,0
Thailand,2,2000Q1 [YR2000Q1],1,9.200581984,0.299830014,44.46226573,0.081307466,2.729892671,1
Thailand,2,2000Q2 [YR2000Q2],0,8.58987194,0.314453206,42.38381918,0.024000094,0.875822096,0
Thailand,2,2000Q3 [YR2000Q3],0,7.979161896,0.214401387,38.29813551,-0.001484708,-2.843423697,0
Thailand,2,2000Q4 [YR2000Q4],0,7.368451852,0.175804456,39.50852989,-0.060094117,-4.216122813,0
Thailand,2,2001Q1 [YR2001Q1],0,6.586406971,0.014444568,39.26186288,0.002471471,-3.666539589,0
Thailand,2,2001Q2 [YR2001Q2],0,5.804362091,-0.110712468,38.99237965,-0.015737207,-4.125591313,0
Thailand,2,2001Q3 [YR2001Q3],0,5.022317211,-0.181170963,36.85467169,0.010231475,-4.152136335,0
Thailand,2,2001Q4 [YR2001Q4],0,4.24027233,-0.134463587,36.32847379,0.010585845,-1.455263041,0
Thailand,2,2002Q1 [YR2002Q1],0,4.046580883,0.027250941,33.79566148,0.037070148,0.627230415,0
Thailand,2,2002Q2 [YR2002Q2],0,3.852889435,0.162945141,29.90776683,0.162192111,-0.216764973,0
Thailand,2,2002Q3 [YR2002Q3],0,3.659197987,0.194266984,29.2512134,0.15381743,-2.41551125,0
Thailand,2,2002Q4 [YR2002Q4],0,3.46550654,0.218684743,25.47676563,0.17591353,-3.520793164,0
Thailand,2,2003Q1 [YR2003Q1],0,3.382520584,0.115173523,28.47235142,0.119733168,-4.33048976,1
Thailand,2,2003Q2 [YR2003Q2],0,3.299534628,0.087767596,24.57098006,0.06859716,-4.253926195,0
Thailand,2,2003Q3 [YR2003Q3],0,3.216548673,0.241205262,27.45481648,0.066320949,-1.779036746,0
Thailand,2,2003Q4 [YR2003Q4],0,3.133562717,0.237454323,24.76085679,0.079652675,-2.9937085,0
Thailand,2,2004Q1 [YR2004Q1],0,2.749165237,0.28752138,21.16371141,0.139479447,-2.408437428,0
Thailand,2,2004Q2 [YR2004Q2],0,2.364767756,0.304549742,18.60627281,0.098778835,-4.913622734,0
Thailand,2,2004Q3 [YR2004Q3],0,1.980370275,0.255944208,19.66854893,0.111366315,-6.340147923,0
Thailand,2,2004Q4 [YR2004Q4],0,1.595972795,0.260744069,22.73548827,0.184704111,-5.726481775,0
Thailand,2,2005Q1 [YR2005Q1],0,0.18786427,0.280077169,19.16489188,0.133791907,-3.896518912,0
Thailand,2,2005Q2 [YR2005Q2],0,-1.220244255,0.1496008,25.9635731,0.116692052,-6.394871138,0
Thailand,2,2005Q3 [YR2005Q3],0,-2.62835278,0.097364004,27.16452632,0.111630892,-4.939311297,0
Thailand,2,2005Q4 [YR2005Q4],0,-4.036461304,0.060780194,25.34587998,0.041646293,-3.550048255,0
Thailand,2,2006Q1 [YR2006Q1],0,-2.766393955,0.077602188,26.86311469,0.12989416,0.251148781,0
Thailand,2,2006Q2 [YR2006Q2],0,-1.496326606,0.182979882,29.15444882,0.195787438,-0.24453073,0
Thailand,2,2006Q3 [YR2006Q3],0,-0.226259257,0.164857256,26.24475676,0.236370187,1.515575317,0
Thailand,2,2006Q4 [YR2006Q4],0,1.043808092,0.10330388,22.13154664,0.288035782,4.426524247,0
Thailand,2,2007Q1 [YR2007Q1],0,2.264520442,0.097246446,19.27772506,0.286563656,5.227322366,0
Thailand,2,2007Q2 [YR2007Q2],0,3.485232793,0.07778115,14.95206477,0.263083248,5.874913753,0
Thailand,2,2007Q3 [YR2007Q3],0,4.705945143,0.128546514,14.19258795,0.311671257,3.832271686,0
Thailand,2,2007Q4 [YR2007Q4],0,5.926657493,0.29209471,11.52528204,0.305245745,3.482640833,0
Thailand,2,2008Q1 [YR2008Q1],0,4.524859656,0.287792222,10.48579289,0.555260197,6.016264716,0
Thailand,2,2008Q2 [YR2008Q2],0,3.123061818,0.293149621,10.21850958,0.447579464,3.508392621,0
Thailand,2,2008Q3 [YR2008Q3],0,1.72126398,-0.017579315,11.00517649,0.271153984,0.730518455,0
Thailand,2,2008Q4 [YR2008Q4],0,0.319466142,-0.388873195,9.99439633,0.275043172,-2.135149031,0
Thailand,2,2009Q1 [YR2009Q1],0,2.208740975,-0.342893737,8.778564664,0.058377145,-0.498490074,0
Thailand,2,2009Q2 [YR2009Q2],0,4.098015809,-0.252725505,9.311071888,0.146594718,-1.314347342,0
Thailand,2,2009Q3 [YR2009Q3],0,5.987290642,0.025520224,8.953376921,0.290237931,-2.617358944,0
Thailand,2,2009Q4 [YR2009Q4],0,7.876565476,0.617618271,9.292687768,0.24684115,-1.989249098,0
Thailand,2,2010Q1 [YR2010Q1],0,6.749255142,0.461520681,8.923772824,0.240374038,1.566282673,0
Thailand,2,2010Q2 [YR2010Q2],0,5.621944808,0.293356205,8.580876793,0.212186,3.877780437,0
Thailand,2,2010Q3 [YR2010Q3],0,4.494634475,0.233067057,9.482455171,0.231894373,4.729447722,0
Thailand,2,2010Q4 [YR2010Q4],0,3.367324141,0.301228465,9.809566705,0.236542572,5.486630043,0
Thailand,2,2011Q1 [YR2011Q1],0,3.161035159,0.250091022,11.05025593,0.251305017,1.527648959,0
Thailand,2,2011Q2 [YR2011Q2],0,2.954746176,0.324290374,9.988708318,0.247044016,-0.567126427,0
Thailand,2,2011Q3 [YR2011Q3],0,2.748457194,0.069715089,11.0429918,0.082682783,0.28040179,0
Thailand,2,2011Q4 [YR2011Q4],0,2.542168212,0.096066371,8.235302197,-0.000842915,-0.726384676,0
Thailand,2,2012Q1 [YR2012Q1],0,1.598541985,0.1590203,10.69233739,-0.031422459,1.01769083,0
Thailand,2,2012Q2 [YR2012Q2],0,0.654915758,0.018963853,11.13297394,-0.067256322,-0.868265422,0
Thailand,2,2012Q3 [YR2012Q3],0,-0.28871047,0.208066087,11.65333695,0.015831219,-0.156545783,0
Thailand,2,2012Q4 [YR2012Q4],0,-1.232336697,0.090571914,12.14001822,0.03547747,1.783377597,0
Thailand,2,2013Q1 [YR2013Q1],1,-1.449636734,-0.005735547,13.53265661,-0.006395828,8.956551545,1
